"gene","SE_Intercept","SE_condition_treated_vs_control"
"gene_1791",0.0962848981869873,0.135969022869463
"gene_1792",0.0600302697028865,0.0848353018477988
"gene_1793",0.158356023957644,0.225703425529876
"gene_1794",0.0793954221716893,0.112195378848176
"gene_1795",0.0615910324138116,0.0871025419293095
"gene_1796",0.0887456600213716,0.125588831833109
"gene_1797",0.0779738177738462,0.110837676990565
"gene_1798",0.0805954544922643,0.113862370773793
"gene_1799",0.0662546272153111,0.0936213256830897
"gene_1800",0.167095936120153,0.233021640912436
"gene_1801",0.131487664602241,0.186129342337569
"gene_1802",0.258816616723588,0.363393985644531
"gene_1803",0.0783278657123118,0.110778933699545
"gene_1804",0.101786987206704,0.144225997579462
"gene_1805",0.100364524396173,0.141634158180141
"gene_1806",0.267356161380987,0.388433565875181
"gene_1807",0.062776034676837,0.0887867142905085
"gene_1808",0.334784567484914,0.480225081332092
"gene_1809",0.064448752628567,0.0908369114542346
"gene_1810",0.0600558386659692,0.0849606429453613
"gene_1811",0.311151338102008,0.437068216207585
"gene_1812",0.191231803625265,0.288359029270532
"gene_1813",0.0677196311205266,0.0954338114396317
"gene_1814",0.221306623099902,0.308985451917881
"gene_1815",0.0624512201254578,0.0883015176404917
"gene_1816",0.192195105767969,0.268778077803542
"gene_1817",0.0569728542348107,0.0805780495456903
"gene_1818",0.10719805144861,0.151747455293098
"gene_1819",0.0688633475640873,0.0973859121822021
"gene_1820",0.0694505542230221,0.0978185414219189
"gene_1821",0.0631919115729269,0.0893040605475973
"gene_1822",0.342643688376582,0.477872658192242
"gene_1823",0.167714227986584,0.237042435763422
"gene_1824",0.108973108366231,0.157073239007972
"gene_1825",0.057600281809944,0.0814030762615405
"gene_1826",0.115438448412076,0.163545958643927
"gene_1827",0.0637425403927078,0.0901303194053834
"gene_1828",0.0776957295846153,0.109800838375662
"gene_1829",0.107372686434916,0.15292321973883
"gene_1830",0.0640373394034323,0.0905440913317176
"gene_1831",0.082128565883861,0.116748000098695
"gene_1832",0.077048368238521,0.109342431645989
"gene_1833",0.0743030769443698,0.105047449286182
"gene_1834",0.258709537168051,0.364994833541553
"gene_1835",0.102315500446407,0.144043653693087
"gene_1836",0.0803770255313073,0.113311337755189
"gene_1837",0.123477886919175,0.172681309501238
"gene_1838",0.0654453993348446,0.0922858317351394
"gene_1839",0.0823008346686941,0.115092068687346
"gene_1840",0.134545071063236,0.188936198303559
"gene_1841",0.0711929675041678,0.100619622046683
"gene_1842",0.215111532674342,0.301468005018868
"gene_1843",0.132621968858344,0.188270964049737
"gene_1844",0.0868206628198795,0.122406390613101
"gene_1845",0.0818603158739408,0.115690985219478
"gene_1846",0.129557863161239,0.183062398948015
"gene_1847",0.288419918415166,0.408291377373418
"gene_1848",0.0836262334781488,0.118847536742159
"gene_1849",0.0606247114150581,0.0857181465294224
"gene_1850",0.298512785247023,0.40810738727813
"gene_1851",0.073238374319719,0.103612834777725
"gene_1852",0.0633747827917402,0.089595752117042
"gene_1853",0.0682089731141143,0.0965931665160226
"gene_1854",0.0728162110008392,0.102767842506269
"gene_1855",0.0664906541294269,0.0940025369778023
"gene_1856",0.0617835505796663,0.0866792847751246
"gene_1857",0.279135223980205,0.3911415374231
"gene_1858",0.0633394964437412,0.0895262002930991
"gene_1859",0.0511825212724201,0.0724050046783215
"gene_1860",0.0598486373229493,0.084811790899148
"gene_1861",0.0663939885038329,0.0937821113511963
"gene_1862",0.0680353599489708,0.0959625273136755
"gene_1863",0.0666043016249025,0.0941964145913458
"gene_1864",0.0712620356259325,0.100683911064429
"gene_1865",0.0618542630578954,0.0874323184137435
"gene_1866",0.209325424429222,0.29904849308861
"gene_1867",0.0734428178083215,0.103852679245153
"gene_1868",0.0671078832597701,0.0947556079391264
"gene_1869",0.0618098287123855,0.0873297795830864
"gene_1870",0.210254371287792,0.298360143006386
"gene_1871",0.121468232672686,0.171893364469271
"gene_1872",0.322672813161222,0.452009913149601
"gene_1873",0.071029910188567,0.100019162482476
"gene_1874",0.0920480639801547,0.129635191852545
"gene_1875",0.105794776527561,0.148581567807982
"gene_1876",0.0871743037544813,0.122871677657849
"gene_1877",0.060949615752318,0.0861969087410026
"gene_1878",0.0654216194511654,0.0924932203908388
"gene_1879",0.0810145421081408,0.115851054796161
"gene_1880",0.176670904828837,0.245272609318141
"gene_1881",0.172857390492546,0.247451227607336
"gene_1882",0.0683467617650451,0.0966799192846079
"gene_1883",0.16716889803234,0.235791185197042
"gene_1884",0.0735099594740196,0.10369925975464
"gene_1885",0.0661843582264059,0.0935694830748328
"gene_1886",0.0698280316084817,0.0994905414488352
"gene_1887",0.0900986916540813,0.126512382041856
"gene_1888",0.0673148263686687,0.0954662755549742
"gene_1889",0.0545541134525713,0.07708375208972
"gene_1890",0.0725582515468613,0.102796823601207
"gene_1891",0.264117553680672,0.364377986626217
"gene_1892",0.0667420079720408,0.0943840240858945
"gene_1893",0.0824263933091549,0.117677293592157
"gene_1894",0.138891530080254,0.194712252643311
"gene_1895",0.103136139305243,0.146984620054038
"gene_1896",0.0694413464897819,0.0982440076083146
"gene_1897",0.0540552152080393,0.0764513965545566
"gene_1898",0.0665245605254254,0.0938522492372167
"gene_1899",0.0638514777097262,0.0901103397529624
"gene_1900",0.275398417685173,0.395223858340463
"gene_1901",0.0884219672671329,0.125396309382163
"gene_1902",0.0795890733175499,0.112310715082808
"gene_1903",0.0640874856400828,0.0906390868246026
"gene_1904",0.111572827240218,0.158046331365329
"gene_1905",0.0769212747181364,0.108808748398697
"gene_1906",0.0626352101420896,0.0886092099389941
"gene_1907",0.0683479845520399,0.0960831078197465
"gene_1908",0.0608898328710361,0.0860548696349989
"gene_1909",0.0755899076692713,0.106806212670179
"gene_1910",0.0637457474296603,0.0901107321255724
"gene_1911",0.176449268216599,0.251552560061989
"gene_1912",0.068286792858206,0.0964687989025876
"gene_1913",0.0485215199828923,0.0685935575455244
"gene_1914",0.0729757996024161,0.103068482706477
"gene_1915",0.0744689477275613,0.105206220033951
"gene_1916",0.0594878358598428,0.0840642250166275
"gene_1917",0.0542730254401739,0.0768054655151269
"gene_1918",0.0807973890551731,0.113432997310452
"gene_1919",0.209390713551017,0.297103706020043
"gene_1920",0.0650961227213121,0.0920515881019252
"gene_1921",0.0614527938726384,0.0869063608069083
"gene_1922",0.0770286371455133,0.108833581853839
"gene_1923",0.0778545903320729,0.109862561186201
"gene_1924",0.158866300017454,0.225057744375805
"gene_1925",0.0833990532248574,0.117881209874812
"gene_1926",0.0773396432153169,0.109018683918782
"gene_1927",0.0680191483368087,0.0962111398901945
"gene_1928",0.0655024446126493,0.0926347548220948
"gene_1929",0.0637201824589113,0.0903471370953773
"gene_1930",0.250105647941283,0.353686326351854
"gene_1931",0.0594989227047988,0.0840012090628697
"gene_1932",0.0610574098632066,0.0863473451013964
"gene_1933",0.0822033940331791,0.116178401799946
"gene_1934",0.0588002311042733,0.0831283766913154
"gene_1935",0.129678843890402,0.182776413597888
"gene_1936",0.101034529384305,0.14327632933936
"gene_1937",0.0764962184348398,0.107853562935809
"gene_1938",0.0606912391844253,0.0857771054053029
"gene_1939",0.0764632682856152,0.10806901614681
"gene_1940",0.135944762455061,0.186421506108153
"gene_1941",0.266329232146098,0.370800669163374
"gene_1942",0.084755986229685,0.119651441307216
"gene_1943",0.0526863324331723,0.0744878215497741
"gene_1944",0.0591483511883285,0.0836310155839649
"gene_1945",0.0636086786354081,0.0899169612982467
"gene_1946",0.0607327216216875,0.0859434771395103
"gene_1947",0.0682983191508214,0.0965819421349723
"gene_1948",0.0980367978796153,0.152508276135672
"gene_1949",0.0733359883256291,0.103536506386713
"gene_1950",0.095037495950801,0.133423800214453
"gene_1951",0.071001554042485,0.100354454868419
"gene_1952",0.0890040049644899,0.124998675695473
"gene_1953",0.0635231946209339,0.0892501244584063
"gene_1954",0.0636287637546973,0.0898177714019567
"gene_1955",0.0681903140775665,0.0962888210012535
"gene_1956",0.0791039865100173,0.112023683799404
"gene_1957",0.288597914507815,0.400020702491937
"gene_1958",0.0778499671195888,0.109560079065647
"gene_1959",0.0689741080031357,0.0971936356399992
"gene_1960",0.0656793065429798,0.0928114967435617
"gene_1961",0.325734695167055,0.452512555761845
"gene_1962",0.0711841271469415,0.100719577774247
"gene_1963",0.0640177110999584,0.0905376108210719
"gene_1964",0.0753705384855829,0.106636906889828
"gene_1965",0.0611497881740138,0.0864437974868908
"gene_1966",0.0721322483667355,0.102115219585523
"gene_1967",0.0869407607392678,0.12283237275895
"gene_1968",0.117379647131122,0.165717789924629
"gene_1969",0.116745087787076,0.165152511938159
"gene_1970",0.224287870755095,0.318488605681021
"gene_1971",0.056162393721852,0.0793469859206223
"gene_1972",0.17803756953429,0.250547377143622
"gene_1973",0.0972545710546881,0.138086408510749
"gene_1974",0.0647582787709468,0.0914370605922319
"gene_1975",0.0569636331029962,0.0804755796082364
"gene_1976",0.175641869344475,0.249800252178221
"gene_1977",0.0526074635816018,0.0743908778348318
"gene_1978",0.155092554237472,0.220084051765906
"gene_1979",0.145029512454949,0.205307601418062
"gene_1980",0.268099606091866,0.384307584150948
"gene_1981",0.0692105427067494,0.0976595910695014
"gene_1982",0.119068035666889,0.167205747757316
"gene_1983",0.0845860344562982,0.120450101075984
"gene_1984",0.137786458032573,0.195705285184916
"gene_1985",0.0746745641919909,0.104690123252708
"gene_1986",0.0669450624846757,0.0946152982622004
"gene_1987",0.100522189841881,0.141622940917224
"gene_1988",0.0723890663956572,0.102376305465265
"gene_1989",0.129058658707411,0.1827654799957
"gene_1990",0.11756442536532,0.165436017147416
"gene_1991",0.0624644759361941,0.0883157237641847
"gene_1992",0.0638688628219628,0.0903400314193538
"gene_1993",0.0781199314118259,0.110047689487561
"gene_1994",0.0630809921388842,0.0892671970033665
"gene_1995",0.0741339282401035,0.104962532172586
"gene_1996",0.056636229453629,0.0800807500610961
"gene_1997",0.0900742702256489,0.127080734912704
"gene_1998",0.067346493095711,0.0950310767590627
"gene_1999",0.0575377851446435,0.0813191703550839
